id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price_per_night,minimum_nights,annual_availability
3431537,Double room with air conditioning,16773140,Ciutat Vella,el Raval,41.37850722,2.165534227,Private room,81,2,247
3431763,Fantastic in the center,2262273,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3868053,2.180629591,Entire home/apt,65,32,279
3432115,Quite flat in the heart of Gràcia,8449363,Gràcia,la Vila de Gràcia,41.4011134,2.157490805,Private room,45,3,288
3435695,Lovely room/ Barcelona center,17211749,Ciutat Vella,el Barri Gòtic,41.38122563,2.178571404,Private room,31,1,350
3436535,Super Room A with 4 palm tree view,16699580,Ciutat Vella,el Raval,41.38509833,2.169970615,Private room,35,2,341
3437045,Cozy double room by Plaza España,2100232,Sants-Montjuïc,Hostafrancs,41.37335937,2.146732868,Private room,60,3,77
3441799,"Cozy, with terrace, Wifi and A/C",2041901,Gràcia,la Vila de Gràcia,41.40173607,2.159562425,Entire home/apt,95,3,359
3443825,Habitavión doble grande y luminosa,17355683,Ciutat Vella,la Barceloneta,41.38001582,2.190232537,Private room,40,2,146
3444281,Habitación tranquila en piso amplio,17357664,Eixample,la Nova Esquerra de l'Eixample,41.38185157,2.149003024,Private room,25,2,0
3444310,Casa Sagrera B&W | Eixample | BCN,6283549,Eixample,la Dreta de l'Eixample,41.39106575,2.174120598,Entire home/apt,195,3,235
3445203,spacious centric PRIVATE LOFT,17034680,Ciutat Vella,el Barri Gòtic,41.38204746,2.175246463,Private room,60,1,220
3445276,Very big and very centric room,17034680,Ciutat Vella,el Barri Gòtic,41.38242103,2.176199345,Private room,50,1,255
3450649,Clot apartment with courtiard HUTBOOOO84-87,17391341,Sant Martí,el Camp de l'Arpa del Clot,41.40958934,2.184840267,Entire home/apt,120,2,311
3450748,"For traving and studying, cheap, Camp Nou, UPC",9003091,Les Corts,la Maternitat i Sant Ramon,41.37965292,2.127161395,Private room,14,1,0
3451150,"Comfortable, cheap, Camp Nou, UPC",9003091,Les Corts,la Maternitat i Sant Ramon,41.3790887,2.127312875,Private room,18,1,0
3453772,Poble Sec Oasis Double Bedroom,7106074,Sants-Montjuïc,el Poble Sec,41.37376552,2.166932279,Private room,25,30,252
3454239,Luxurious 2 bedroom apt w/2balconies @Espanya,299462,Sants-Montjuïc,la Font de la Guatlla,41.37174718,2.147721301,Entire home/apt,220,3,142
3455148,Sunny room with private bathroom and balcony.,3183711,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38701428,2.179497942,Private room,53,4,337
3455823,Cozy Apartment Sagrada Familia,4979782,Eixample,la Sagrada Família,41.40235081,2.175227158,Entire home/apt,90,3,108
3457072,Double room,17421846,Eixample,el Fort Pienc,41.39700509,2.184398454,Private room,36,2,0
3457230,URGELL-Jto. a Pl. Francesc Maciá- Min 32 noches,2337603,Eixample,la Nova Esquerra de l'Eixample,41.38982851,2.146573989,Entire home/apt,200,30,307
3462828,Visiting Barcelona in August ?!,17448281,Gràcia,la Vila de Gràcia,41.40236501,2.153848984,Private room,45,10,0
3474270,Luxurious 1 bedroom apartment for 4 @Pl.Espanya,299462,Sants-Montjuïc,la Font de la Guatlla,41.37272057,2.148001349,Entire home/apt,170,3,155
3475121,Luxurious duplex for 4 w/terrace @Pl.Espanya,299462,Sants-Montjuïc,Hostafrancs,41.37416253,2.147316919,Entire home/apt,170,3,148
3476107,"Private room in Gracia, Barcelona",17508976,Gràcia,la Vila de Gràcia,41.40201851,2.162012097,Private room,30,5,0
3477316,TripApps,11357227,Sant Martí,la Verneda i la Pau,41.42240009,2.206462141,Entire home/apt,85,3,347
3478247,Rustic house in barcelona,10485517,Sants-Montjuïc,la Font de la Guatlla,41.37073653,2.144932531,Private room,44,3,94
3480503,APARTMENT VILADOMAT LAS ARENAS,17532317,Eixample,Sant Antoni,41.37975503,2.156253698,Entire home/apt,100,1,206
3480649,APARTMENTS CITY CENTER BARCELONA,17532602,Eixample,l'Antiga Esquerra de l'Eixample,41.38376478,2.15831582,Entire home/apt,150,3,349
3481102,Triple or Double Bedroom,3041368,Eixample,la Dreta de l'Eixample,41.39326266,2.173717248,Private room,69,1,342
3481808,Apat. close to Sagrada Familia,71615,Eixample,la Sagrada Família,41.40408866,2.177877599,Entire home/apt,50,1,61
3484819,Luxury & Stylish - Paseo de Gracia,16891380,Eixample,la Dreta de l'Eixample,41.39041119,2.166181953,Entire home/apt,331,2,317
3485918,Artist's House in Pl Universitat   ,762513,Eixample,l'Antiga Esquerra de l'Eixample,41.38726787,2.160528759,Private room,41,31,364
3486077,Sagrada Familia view in BCN center,16891380,Eixample,la Dreta de l'Eixample,41.39481461,2.173602222,Entire home/apt,202,2,335
3486957,well located renewed apart. up to 5,4006184,Eixample,la Sagrada Família,41.40619966,2.169839244,Entire home/apt,55,1,339
3487140,Great location bedroom w/ balcony & bathroom,5632902,Eixample,la Dreta de l'Eixample,41.39340246,2.174568823,Private room,65,2,0
3488858,Amazing Apartment Plaza Catalunya,2237595,Eixample,la Dreta de l'Eixample,41.38717649,2.166850859,Entire home/apt,120,2,255
3491072,AMAZING 3 BEDRMS APARTMENT BIG TERRACE CITY CENTER,12522831,Eixample,la Nova Esquerra de l'Eixample,41.3791009,2.149735757,Entire home/apt,69,3,245
3491453,ELEGANCE: Apartment design.,3601196,Eixample,la Sagrada Família,41.40859884,2.173380803,Entire home/apt,100,3,278
3491839,CONFORT : Near Sagrada Familia.,3601196,Sant Martí,el Camp de l'Arpa del Clot,41.40812856,2.181132319,Entire home/apt,90,3,247
3491845,Lovely central room for 1 in quiet neighborhood,2433952,Sants-Montjuïc,el Poble Sec,41.37487838,2.157715426,Private room,33,2,365
3493147,Barceloneta cosy apartment to share,21020280,Ciutat Vella,la Barceloneta,41.38045672,2.187283314,Private room,28,3,96
3493834,NEW Loft Arc de Triomf,3994718,Eixample,el Fort Pienc,41.39400853,2.181378338,Entire home/apt,80,32,244
3494612,Art apartment Eixample to share,21020280,Eixample,l'Antiga Esquerra de l'Eixample,41.39038788,2.153723221,Private room,30,3,351
3495408,Apartment near Sagrada Familia,71615,Eixample,la Sagrada Família,41.40245772,2.173669766,Entire home/apt,75,1,90
3496538,Park Güell-Habitación  Desktop con Balcón,6611013,Gràcia,Vallcarca i els Penitents,41.41012691,2.14702505,Private room,13,6,2
3496888,Grand Marina,9937293,Eixample,el Fort Pienc,41.39675348,2.182569457,Entire home/apt,160,2,96
3497320,Navas / Meridiana Apartment,9937293,Sant Andreu,Navas,41.4143104,2.188199676,Entire home/apt,100,2,63
3498518,Sagrada Familia - Castillejos 1,135703,Eixample,la Sagrada Família,41.40953069,2.1759641,Entire home/apt,180,2,316
3498972,"Cozy room, 32m,  Arc de Triomf",17617924,Ciutat Vella,el Raval,41.37735985,2.172957447,Private room,35,1,0
3501634,"LOVELY LOFT- ATTIC &TERRACE, GRACIA",17630005,Gràcia,la Vila de Gràcia,41.40630428,2.159732943,Entire home/apt,95,3,310
3502018,Best location next to Las Ramblas!,3744544,Eixample,la Dreta de l'Eixample,41.38753354,2.169934027,Entire home/apt,121,3,38
3503002,Luxury near Plaza Catalunya,1275637,Eixample,l'Antiga Esquerra de l'Eixample,41.3841736,2.159439971,Entire home/apt,210,3,346
3507362,ACÀCIES - 3,9937293,Sant Andreu,el Congrés i els Indians,41.42494886,2.177694992,Entire home/apt,84,2,293
3507552,near beach/barcelona center,17211749,Ciutat Vella,el Barri Gòtic,41.38122211,2.177337006,Private room,37,1,361
3508191,ACACIES 1 ,9937293,Sant Andreu,el Congrés i els Indians,41.42554494,2.177748748,Entire home/apt,80,2,308
3509581, MUY CERCA DE LA SAGRADA FAMILIA,17670464,Sant Martí,el Clot,41.40637431,2.185736256,Private room,45,2,365
3510269,Acàcies - 2 ,9937293,Sant Andreu,el Congrés i els Indians,41.42512205,2.178658073,Entire home/apt,80,2,283
3512999,Centric Rambla-Port-Fira-Montjuic,17688149,Sants-Montjuïc,el Poble Sec,41.37260229,2.172294338,Entire home/apt,150,3,145
3515542,Lovely & Quiet apartment BCN Center,17701714,Sants-Montjuïc,el Poble Sec,41.3725251,2.162855907,Entire home/apt,82,2,145
3518018,,17713529,Eixample,Sant Antoni,41.38121598,2.161014141,Private room,60,1,0
3524968,"Cosy room, beach 10min walk, 20mt to metro llacuna",8521025,Sant Martí,el Poblenou,41.39803846,2.19705885,Private room,32,1,66
3525106,Romantic Apartment with Terrace (52) HUTB: 004806,17751441,Eixample,Sant Antoni,41.38273929,2.162162771,Entire home/apt,149,4,175
3525730,"2-3 pers. suite-studio, private bathroom WIFI FREE",1361670,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38639687,2.175688582,Private room,95,3,62
3528944,Large Apartment in La Rambla,2108468,Ciutat Vella,el Barri Gòtic,41.37795814,2.176007537,Entire home/apt,400,2,145
3532028,Bonita habitación individual,17781371,Gràcia,la Vila de Gràcia,41.40207176,2.15702484,Private room,40,1,0
3535864,100% RECOMENDED. GOOD HOST. WALK EVERYWHERE. WIFI,8843962,Eixample,la Dreta de l'Eixample,41.39010042,2.174994498,Entire home/apt,110,3,333
3536281,Amazing flat BCN near stadium FC Barcelona,17625119,Sants-Montjuïc,Sants,41.3755709,2.131650718,Entire home/apt,125,2,137
3536663,Cozy apartment near Sagrada Familia,2009899,Sant Martí,el Camp de l'Arpa del Clot,41.41047159,2.181986092,Entire home/apt,95,3,358
3536717,Cozy room in the middle of Eixample,14841172,Eixample,la Nova Esquerra de l'Eixample,41.38722075,2.148194141,Private room,20,31,279
3538723,Suite El Born - Trendy Area,14494029,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38542366,2.182930954,Private room,71,2,248
3539517,BUDDHA  apartment  en Sagrada Familia,12643807,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40408596,2.171595075,Entire home/apt,112,1,76
3539908,Quiet and sunny apartment,17820109,Gràcia,la Vila de Gràcia,41.39967309,2.163230929,Entire home/apt,90,2,201
3540767,CHAPLIN apartment en  Sagrada Familia,12643807,Eixample,la Sagrada Família,41.40434265,2.176301156,Entire home/apt,101,1,71
3543365,Luxury twin apart. Sagrada Familia,2509252,Eixample,la Sagrada Família,41.4049335,2.178390247,Entire home/apt,99,1,335
3543704,Sensational design Sagrada Familia,2509252,Eixample,la Sagrada Família,41.40337231,2.178189686,Entire home/apt,99,1,349
3546336,Beautiful flat in Bcn city center,1703231,Ciutat Vella,el Raval,41.38024741,2.16451151,Private room,190,3,0
3546754,Lovely Napols,1391607,Eixample,la Dreta de l'Eixample,41.40184807,2.170781512,Entire home/apt,130,3,37
3548439,"FLAT W/ TERRACE, SEA VIEW+PARKING",17863445,Horta-Guinardó,el Guinardó,41.41815214,2.171878521,Entire home/apt,99,2,6
3549317,"big sunny room, metro station Urgell, no students!",4973632,Eixample,la Nova Esquerra de l'Eixample,41.38325961,2.155219495,Private room,24,5,0
3556368,Nice room to rest after a big congress,17905831,Sants-Montjuïc,Sants - Badal,41.37920347,2.129142019,Private room,78,1,279
3556913,Urban Town Suites II,2320210,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40524626,2.140255777,Entire home/apt,120,3,123
3558941,комнатa в барселоне,16703701,Nou Barris,Ciutat Meridiana,41.46147816,2.179257828,Private room,18,3,329
3559666,Porta Santa Madrona,6809870,Sants-Montjuïc,el Poble Sec,41.37453473,2.175775691,Entire home/apt,105,3,66
3561658,Family apartment in the Sagrada Familia.,11657346,Eixample,la Sagrada Família,41.40815571,2.170726059,Entire home/apt,75,2,92
3565678,"Spacious & chic, private terrace, Rambla Catalunya",5878688,Eixample,la Dreta de l'Eixample,41.39137604,2.165797055,Entire home/apt,179,2,354
3567044,Bcn Playa,15944590,Sant Martí,la Vila Olímpica del Poblenou,41.38947011,2.19516935,Entire home/apt,195,4,363
3567801,Beautiful room with balcony,17962801,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39700787,2.149287134,Private room,65,1,326
3567993,ROMANTIC Apartment WIFI in center,6166581,Eixample,la Dreta de l'Eixample,41.38985344,2.173574342,Entire home/apt,120,2,324
3573100,Little Nice Room in the Gotic,5499752,Ciutat Vella,el Barri Gòtic,41.37873703,2.179143863,Private room,21,2,365
3573198,Big Nice Room in the Gotic,5499752,Ciutat Vella,el Barri Gòtic,41.38059705,2.17802489,Private room,80,2,365
3582210,BEAUTIPUL PENTHOUSE PRIVATE TERRACE,15820486,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39769733,2.148815856,Entire home/apt,50,30,181
3586637,Nice home on a great place,6709450,Gràcia,la Vila de Gràcia,41.40518783,2.162970193,Entire home/apt,136,3,253
3588409,New Stylish Designer Pad,7209763,Sants-Montjuïc,el Poble Sec,41.37363672,2.165790357,Entire home/apt,138,3,337
3589257,Light queen room. St Gervas-Gracia,5405357,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39851523,2.150729099,Private room,65,1,325
3590912,AMIGO- JUNTO A TURO PARC- 3 habitaciones,2337603,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39512698,2.146244617,Entire home/apt,200,7,363
3593609,cozy room,3594411,Sant Martí,el Parc i la Llacuna del Poblenou,41.39335846,2.189922116,Private room,31,3,50
3594201,WELCOME TO BARCELONA II! Sagrada Familia,1288050,Eixample,la Sagrada Família,41.40272091,2.182082181,Private room,30,5,0
3603663,Close to Parc Güell and Metro,16031968,Gràcia,el Coll,41.41939211,2.148059335,Entire home/apt,64,2,255
3604142,Tucson Suites I,2320210,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40479993,2.170596443,Entire home/apt,144,3,109
3611683,"Bright,new apt near Paseo de Gracia",299462,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39548224,2.15138221,Entire home/apt,175,4,328
3618109,Apartment with car park (S. Andreu),5621900,Sant Andreu,Sant Andreu,41.42824393,2.191325378,Entire home/apt,100,2,0
3621704,Private Room in the Gothic Quarter,16282480,Ciutat Vella,el Barri Gòtic,41.37945371,2.180161366,Private room,33,3,16
3622727,Large Barcelona Apartment,18249680,Horta-Guinardó,el Guinardó,41.42128504,2.178785655,Entire home/apt,110,3,346
3632041,RENT INDIVIDUAL ROOM,3594411,Sant Martí,el Parc i la Llacuna del Poblenou,41.39180905,2.18876785,Private room,28,4,341
3634081,Sunny and quiet double room+Balcony,17731552,Sant Martí,Sant Martí de Provençals,41.41282015,2.198908715,Private room,40,2,349
3636416,CENTRAL & BEAUTIFUL APARTMENT / BCN,18338538,Sants-Montjuïc,el Poble Sec,41.37306569,2.168262031,Entire home/apt,90,2,349
3641337,Double in suite room 5min beach,18380751,Sant Martí,el Poblenou,41.39928768,2.205580192,Private room,40,1,348
3642879,Amazing location with two bikes!,1267609,Eixample,la Dreta de l'Eixample,41.39051372,2.172921717,Private room,45,1,22
3644157,"Sunny Central & Comfy. ""L'auberge Espagnole""",12808705,Ciutat Vella,el Raval,41.37761454,2.172366516,Private room,28,1,353
3645268,Stylish Apartment C in city center,1228590,Eixample,la Dreta de l'Eixample,41.39315473,2.163853231,Entire home/apt,240,2,320
3645274,Piso calidad/precio exelente !!!!!,18412267,Sant Martí,el Parc i la Llacuna del Poblenou,41.39718993,2.192509245,Entire home/apt,80,1,104
3647745,PERFECT ROOM 4 YOU + NICE balcony,18433023,Sants-Montjuïc,el Poble Sec,41.37073139,2.160614893,Private room,28,3,295
3652362,Tucson Suites II,2320210,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40446003,2.170358261,Entire home/apt,144,3,133
3659886,Cozy bedroom with double bed,8864105,Horta-Guinardó,el Baix Guinardó,41.40879008,2.170135835,Private room,45,1,0
3663241,Nice & Quite Center Boquería Raval,9539548,Ciutat Vella,el Barri Gòtic,41.38544851,2.173370979,Private room,48,1,144
3664007,LA SAGRERA APARTMENTS 2,16000636,Sant Andreu,Navas,41.42034979,2.182757387,Entire home/apt,80,2,320
3670286,Habitación en san antoni,18627183,Ciutat Vella,el Raval,41.38089373,2.163930472,Private room,50,1,0
3671014,Luxury apartment with wide terrace next to the Barcelona Fair,1986299,Eixample,Sant Antoni,41.37628454,2.155020448,Entire home/apt,105,1,105
3677434,Perfect Room for August in Gracia,18679163,Gràcia,la Vila de Gràcia,41.40333458,2.157456251,Private room,38,10,0
3680691,Terrace and panoramic view,1275637,Horta-Guinardó,el Baix Guinardó,41.41362687,2.167200378,Entire home/apt,80,3,50
3680769,Apartment close to Sagrada Familia,12998133,Eixample,el Fort Pienc,41.40174713,2.184411649,Entire home/apt,100,2,342
3683532,Wonderfull Room in the Gotic Area,5398370,Ciutat Vella,el Barri Gòtic,41.38077394,2.177097702,Private room,40,7,0
3684919,Barcelona-Park Güell Apartment,15231026,Gràcia,la Salut,41.41239354,2.155911267,Entire home/apt,65,3,185
3685880,Habitación con cama doble soleada,7548175,Sant Martí,el Parc i la Llacuna del Poblenou,41.39856285,2.193665295,Private room,35,1,0
3691083, Habitación doble y muy luminosa,18790009,Sants-Montjuïc,el Poble Sec,41.37412793,2.15773447,Private room,45,1,0
3691692,Spacious apartment in Gracia,18791190,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40482847,2.149346126,Private room,28,3,332
3697205,DOUBLE BEDROOM/ Private bathroom Ramblas,852613,Ciutat Vella,el Barri Gòtic,41.38305667,2.176209521,Private room,60,1,101
3699971,Small but cozy room,18856624,Ciutat Vella,el Raval,41.37920528,2.16449105,Private room,30,1,0
3702627,Charming with terrace and balcony,1275637,Sant Martí,el Camp de l'Arpa del Clot,41.40875538,2.185772388,Entire home/apt,62,3,39
3705617,Double room in Barcelona centre,7714083,Ciutat Vella,el Barri Gòtic,41.38524154,2.177020158,Private room,42,5,0
3706788,Gran Apartamento en el centro. ,18905437,Eixample,Sant Antoni,41.38022772,2.158347234,Entire home/apt,170,3,253
3707514,Big Room & Perfect Location,6832018,Eixample,la Dreta de l'Eixample,41.39022188,2.174201344,Private room,39,2,309
3707725,Sant Antoni Morning Glory,6437237,Eixample,Sant Antoni,41.37598464,2.163413307,Entire home/apt,200,5,0
3709784,Cozy studio close to Park Güell,18926238,Horta-Guinardó,el Carmel,41.41853189,2.159982534,Entire home/apt,55,2,331
3709816,Nuevo apartamento junto al metro,18905437,Eixample,Sant Antoni,41.38288687,2.159867709,Entire home/apt,195,2,355
3710170,Very Cosy Room In Barcelona Center,18666761,Ciutat Vella,el Raval,41.37847824,2.16599294,Private room,40,1,0
3716592,Penthouse in the heart of BCN,10339454,Eixample,la Dreta de l'Eixample,41.39708833,2.171368005,Entire home/apt,128,7,357
3717522,"Very central, cozy and quiet flat. WIFI.",1712045,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38895972,2.17561008,Private room,65,3,0
3724013,Nice room for 4 persons,9547606,Sants-Montjuïc,Sants - Badal,41.37754178,2.128506577,Shared room,9,2,356
3727916,Splendid & Superb Park Güell House,13066925,Gràcia,Vallcarca i els Penitents,41.41400741,2.14724435,Entire home/apt,400,3,353
3729387,Nice room in a share flat,19055260,Ciutat Vella,el Barri Gòtic,41.38143505,2.178642193,Private room,47,2,364
3729563,Habitación centrica barrio Born.,19056455,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38612228,2.18145553,Private room,38,1,318
3732820,Plaza Catalunya Executive up to 6,1432835,Eixample,la Dreta de l'Eixample,41.38616149,2.167392991,Entire home/apt,99,3,301
3734039,"Charming Princesita Apartment,2 ensuite bathrooms",582060,Eixample,la Dreta de l'Eixample,41.39863104,2.17109506,Entire home/apt,125,32,353
3735448,Welcome to the House O' Fun,1707035,Ciutat Vella,el Raval,41.37964178,2.165340839,Private room,29,10,48
3735449,Principito Apartment w/2 Ensuite Bathrooms,582060,Eixample,la Dreta de l'Eixample,41.39895506,2.172341261,Entire home/apt,127,32,206
3736842,habitacion con desayuno,19101864,Sarrià-Sant Gervasi,les Tres Torres,41.39976359,2.130336047,Private room,45,1,365
3738266,ROOM with a DOBLE bed. CENTRAL flat,7315193,Eixample,la Nova Esquerra de l'Eixample,41.38153458,2.157402622,Private room,50,2,134
3738979,3BR/3BA with Pink Suite - All EN SUITE Bathrooms,582060,Eixample,la Dreta de l'Eixample,41.39873148,2.171469757,Entire home/apt,220,3,335
3744235,Beautiful apartment in C/Sepulveda ,9478280,Eixample,Sant Antoni,41.3842243,2.161597834,Entire home/apt,170,3,301
3744593,Apt with cozy terrace,71615,Eixample,l'Antiga Esquerra de l'Eixample,41.38549031,2.159423671,Entire home/apt,65,1,77
3746653,Superb comfy apartment for 4 people,2129970,Eixample,la Sagrada Família,41.40106425,2.17713182,Entire home/apt,90,4,263
3753467,NEW Sagrada Familia free Wi-Fi,19211814,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40407331,2.169412248,Entire home/apt,90,3,320
3756811,Enchanted Apartment with Balcony,582060,Eixample,la Dreta de l'Eixample,41.39785401,2.171633271,Entire home/apt,100,32,250
3757269,3BR/3BA Painted in White Apartment,582060,Eixample,la Dreta de l'Eixample,41.39927087,2.170872289,Entire home/apt,190,3,337
3757642,Attic with terrace in Gracia-Barcelona,1683936,Gràcia,la Vila de Gràcia,41.40221344,2.162797858,Entire home/apt,70,2,0
3762200,Se alquila  01 habitacion(30€) x noche,19268615,Eixample,l'Antiga Esquerra de l'Eixample,41.38244438,2.158880092,Private room,30,7,17
3763062,Charming Modernist-style Apartment HUTB010339,2509252,Eixample,Sant Antoni,41.37518294,2.156432273,Entire home/apt,110,1,295
3763205,The Split Level 4bed/4bath,582060,Eixample,la Dreta de l'Eixample,41.39712511,2.169991091,Entire home/apt,289,2,313
3763410,PLAZA CATALUÑA/LAS RAMBLAS DESIGN AP,13772145,Eixample,la Dreta de l'Eixample,41.38585042,2.166940906,Entire home/apt,130,3,167
3763933,Magnifico 4be-3ba Church Views,582060,Eixample,la Dreta de l'Eixample,41.39811275,2.172386892,Entire home/apt,285,3,329
3764291,Petit Versailles with Balcony,582060,Eixample,la Dreta de l'Eixample,41.39926433,2.170839552,Entire home/apt,120,32,276
3764992,Modern beach Ciutadella Apartment,8174514,Sant Martí,el Parc i la Llacuna del Poblenou,41.39219674,2.186232792,Entire home/apt,90,3,50
3765460,Private cozy room in Barcelona,13711640,Ciutat Vella,el Raval,41.37524156,2.172301161,Private room,30,1,0
3765986,Nice and cosy room near Camp Nou,10365032,Les Corts,la Maternitat i Sant Ramon,41.37752361,2.124170239,Private room,20,2,0
3766422,"Private TRIPLE ROOM, excellent location!",11230337,Eixample,el Fort Pienc,41.3969556,2.179984967,Private room,15,1,83
3766527,Habitación en Sant Antoni,19295200,Eixample,Sant Antoni,41.38088013,2.159939528,Private room,20,2,0
3770072,BOUTIQUE APT. ROOF TOP TERRACE! DAILY CLEANING!,4064440,Eixample,Sant Antoni,41.38031072,2.162195874,Entire home/apt,173,3,299
3771149,"Central, double/twin with private bathroom",19327835,Eixample,l'Antiga Esquerra de l'Eixample,41.3876888,2.156948507,Private room,39,1,306
3773710,15m2 room for two,19345700,Sant Martí,el Parc i la Llacuna del Poblenou,41.39630717,2.189214005,Private room,30,1,328
3773767,Feel like home in Bcn (WIFI),1449285,Sants-Montjuïc,el Poble Sec,41.37486965,2.160597419,Entire home/apt,120,1,294
3773905,habitacion grande  a 10 min de playa,19345700,Sant Martí,el Parc i la Llacuna del Poblenou,41.39467752,2.189895003,Private room,48,1,360
3773985,Apto. para 4 con aire acondicionado,5843487,Sarrià-Sant Gervasi,les Tres Torres,41.39401181,2.132077913,Entire home/apt,115,1,149
3776162,"Central, single room with semi private bathroom.",19327835,Eixample,l'Antiga Esquerra de l'Eixample,41.38573096,2.157653194,Private room,29,1,327
3776198,"Central, single room with semi private bathroom.",19327835,Eixample,l'Antiga Esquerra de l'Eixample,41.38805363,2.156962703,Private room,29,1,324
3776245,LOVELY SINGLE ROOM IN THE HEART OF  POBLE SEC!!!,8025091,Sants-Montjuïc,el Poble Sec,41.37330928,2.16221677,Private room,32,2,87
3776686,"Paseo de Gracia, best location *Bcn*",10547296,Eixample,la Dreta de l'Eixample,41.3932556,2.161504404,Entire home/apt,105,2,299
3778832,Beautiful apartment in cool neightb,19381366,Sants-Montjuïc,el Poble Sec,41.37293331,2.163659151,Entire home/apt,120,1,156
3785957,"Kings Flat,Views to Sagrada Familia",582060,Eixample,la Dreta de l'Eixample,41.3992302,2.171673949,Entire home/apt,355,3,285
3786665,"5BE Queens' Flat, Plenty of Light",582060,Eixample,la Dreta de l'Eixample,41.39876334,2.171250339,Entire home/apt,335,3,286
3787050,Cozy & clean room for 1 or 2 guests,19433869,Nou Barris,Vilapicina i la Torre Llobeta,41.42922855,2.166082666,Private room,35,3,226
3789444,Habitacion + sala con balcon,19450581,Sants-Montjuïc,el Poble Sec,41.37387416,2.167946774,Private room,45,1,0
3790524,Habitación doble con Balcón centro,8559860,Ciutat Vella,el Raval,41.37574691,2.172199253,Private room,25,7,0
3791813,A well-lit bedroom with charm,19466459,Sants-Montjuïc,el Poble Sec,41.37398926,2.169880421,Private room,30,1,326
3795680,SnowWhite 6be/3ba Flat. Central ac.  Roof terrace.,582060,Eixample,la Dreta de l'Eixample,41.39915589,2.170490169,Entire home/apt,180,32,281
3796102,Luxury apartment in city center 23,1986299,Gràcia,la Vila de Gràcia,41.39685669,2.157654775,Entire home/apt,119,1,114
3796288,Penthouse with Private Terrace.  Central ac,582060,Eixample,la Dreta de l'Eixample,41.39789298,2.171077477,Entire home/apt,110,32,322
3797102,Sagrada Familia Comfort Apartment D,9822728,Eixample,la Sagrada Família,41.40108595,2.176082981,Entire home/apt,131,3,240
3797696,Luxury apartment in city center 21,1986299,Gràcia,la Vila de Gràcia,41.39793966,2.15799937,Entire home/apt,119,1,101
3797831,Luxury apartment in city center 22,1986299,Gràcia,la Vila de Gràcia,41.39662847,2.158236579,Entire home/apt,124,1,108
3797915,Attic with private terrace in the city center,1986299,Gràcia,la Vila de Gràcia,41.39667907,2.156162824,Entire home/apt,95,1,119
3801715,3 bed rooms flat with a nice view,19468585,Nou Barris,el Turó de la Peira,41.43060841,2.172084796,Private room,58,1,0
3804922,Excellent! Centric beautififul apartment *Bcn*,10547296,Ciutat Vella,el Raval,41.38553968,2.166860566,Entire home/apt,305,2,262
3806194,Quiet private Room In The Very Center,14836897,Eixample,la Dreta de l'Eixample,41.38916441,2.174414286,Private room,33,3,87
3806284,"Excellent!Centric, terrace and Wifi *Bcn*",10547296,Eixample,la Dreta de l'Eixample,41.39115765,2.173300184,Entire home/apt,79,2,283
3807958,Double bedroom city CENTER fresh SUNNY 5min rambla,19568982,Sants-Montjuïc,el Poble Sec,41.37345572,2.167199512,Private room,10,1,33
3813714,Sunny appartment in peacefull area,5983460,Les Corts,les Corts,41.38381005,2.13715746,Entire home/apt,60,31,341
3814515,Stained Glass Windows Apartment,582060,Eixample,la Dreta de l'Eixample,41.39916101,2.17080668,Entire home/apt,105,32,321
3814722,Modern & Quiet TopFloor Apartment,582060,Eixample,la Dreta de l'Eixample,41.39853655,2.170065502,Entire home/apt,129,3,287
3814908,Cute & Bright Valencia C apartment,582060,Eixample,la Dreta de l'Eixample,41.3990154,2.169866596,Entire home/apt,125,3,306
3815305,The Balcony Apartment,582060,Eixample,la Dreta de l'Eixample,41.39779388,2.169696896,Entire home/apt,130,3,281
3815906,Sunny Quiet Valencia D apartment,582060,Eixample,la Dreta de l'Eixample,41.39712947,2.170031009,Entire home/apt,110,3,304
3816355,"Cait's Penthouse, 2 Private Terraces, For Families",582060,Eixample,la Dreta de l'Eixample,41.39789956,2.171795449,Entire home/apt,170,32,312
3817610,Apartment Batlló 2,849163,Eixample,la Dreta de l'Eixample,41.39219215,2.166946435,Entire home/apt,95,4,128
