id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price_per_night,minimum_nights,annual_availability
18666,Flat with Sunny Terrace,71615,Sant Martí,el Camp de l'Arpa del Clot,41.40888621,2.185545326,Entire home/apt,130,3,23
18674,Huge flat for 8 people close to Sagrada Familia,71615,Eixample,la Sagrada Família,41.40419678,2.173057718,Entire home/apt,60,1,61
21605,Nice and sunny duble room,82522,Sant Martí,el Poblenou,41.40560416,2.198205123,Private room,33,2,300
25786,NICE ROOM AVAILABLE IN THE HEART OF GRACIA,108310,Gràcia,la Vila de Gràcia,41.40145195,2.156446514,Private room,31,1,36
31377,"Room for 2,  Sagrada Famili",134698,Horta-Guinardó,el Baix Guinardó,41.41096941,2.170701206,Private room,42,3,190
31380,"Room for 2-3. Barcelona, Sagrada Famili",134698,Horta-Guinardó,el Baix Guinardó,41.41090043,2.170818913,Private room,53,3,196
31823,"Aribau, Friendly Rentals",136853,Eixample,l'Antiga Esquerra de l'Eixample,41.38730581,2.159071822,Entire home/apt,70,1,331
31958,"Gaudi Attic 1, Friendly Rentals",136853,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40949768,2.159376004,Entire home/apt,65,1,337
32471,"Gaudi Attic 2, Friendly Rentals",136853,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40928245,2.161117637,Entire home/apt,90,1,329
32711,Sagrada Familia area - Còrsega 1,135703,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40463581,2.169537931,Entire home/apt,140,2,328
32868,"Sant Joan 4, Friendly Rentals",136853,Eixample,la Dreta de l'Eixample,41.39575758,2.174319184,Entire home/apt,100,1,0
34981,VIDRE HOME PLAZA REAL on LAS RAMBLAS,73163,Ciutat Vella,el Barri Gòtic,41.37916954,2.175545921,Entire home/apt,500,4,230
35379,Double 02 CasanovaRooms Barcelona,152232,Eixample,l'Antiga Esquerra de l'Eixample,41.39029237,2.152677666,Private room,40,2,304
35388,Single 01 CasanovaRooms Barcelona,152232,Eixample,l'Antiga Esquerra de l'Eixample,41.39058409,2.151896792,Private room,30,2,270
35390,Single 02 CasanovaRooms Barcelona,152232,Eixample,l'Antiga Esquerra de l'Eixample,41.39146706,2.151184827,Private room,30,2,301
35392,Double 01 CasanovaRooms Barcelona,152232,Eixample,l'Antiga Esquerra de l'Eixample,41.39075232,2.150717086,Private room,45,2,332
36763,In front of the beach,158596,Ciutat Vella,la Barceloneta,41.37906405,2.191414374,Private room,29,2,362
40983,Classical loft close to pedrera!,177617,Eixample,la Dreta de l'Eixample,41.39559668,2.167606583,Entire home/apt,95,3,282
46153,"CHIC BORN, APARTMENT, GREAT LOCATION , FREE WIFI",90417,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38776152,2.177824504,Entire home/apt,43,180,279
49213,"Descalzos en el parque, relaxing and  cool room",208154,Sants-Montjuïc,el Poble Sec,41.37315111,2.166400603,Private room,35,3,111
49968,Sagrada Familia area - Còrsega 2,135703,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40630656,2.169447557,Entire home/apt,140,2,331
50066,Sagrada Familia area - Sardenya 1,135703,Eixample,el Fort Pienc,41.39820673,2.179655681,Entire home/apt,180,2,270
58512,Stylish & cozy 3bed near Sagrada Familia,280070,Sant Martí,el Camp de l'Arpa del Clot,41.41099005,2.181188312,Entire home/apt,79,2,327
61444,Bright apartment - Rambla Catalunya (HUTB-005863),297545,Eixample,la Dreta de l'Eixample,41.38900839,2.165516264,Entire home/apt,105,2,286
66037,Great apartment in  en el Born,323105,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38322098,2.182339751,Entire home/apt,150,3,318
67065,"Londres, Friendly Rentals",136853,Eixample,l'Antiga Esquerra de l'Eixample,41.39161026,2.150890219,Entire home/apt,85,1,315
68547,two beds with private shower 30% off,340570,Ciutat Vella,el Barri Gòtic,41.38071989,2.178108912,Private room,47,2,365
70099,"Room with a View, Bcn City Center",353987,Ciutat Vella,el Raval,41.37828433,2.17080497,Private room,44,1,319
70333,Stylish+cozy home/parking/CCIB/WIFI,266650,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40905245,2.212433982,Entire home/apt,90,32,90
71520,Charming apartment with fantastic views!,366428,Gràcia,Vallcarca i els Penitents,41.41836809,2.134191606,Entire home/apt,250,7,327
71553,"Black Friday PROMOTIONS, apt with terrace!",366654,Eixample,el Fort Pienc,41.39740376,2.176820215,Entire home/apt,110,2,306
71603,MODERNIST PENTHOUSE. 1bedroom apt with terrace,366654,Eixample,la Dreta de l'Eixample,41.39037953,2.176063316,Entire home/apt,390,2,364
72436,Lugaris Beach Business Apartment,375625,Sant Martí,el Poblenou,41.39837413,2.206234352,Entire home/apt,1000,3,355
73455,RAMBLAS ORCHID2 FAMILY APARTMENT,383697,Ciutat Vella,el Raval,41.38422257,2.167009226,Entire home/apt,148,2,263
73643,Salva B1 - VivoBarcelona Apts.,385249,Sants-Montjuïc,el Poble Sec,41.37196341,2.163855149,Entire home/apt,189,3,206
73649,PB1 - great terrace and little pool,385249,Sants-Montjuïc,Hostafrancs,41.37496459,2.146061082,Entire home/apt,170,3,268
73683,Sagrada Familia area for 12 people,135703,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4050647,2.170811168,Entire home/apt,300,2,327
73692,Rustic apartment : Rambla Catalunya (HUTB-005863),297545,Eixample,la Dreta de l'Eixample,41.39107682,2.165209481,Entire home/apt,105,2,340
73700,Centrally located budget apartment (HUTB-005832),297545,Sants-Montjuïc,el Poble Sec,41.37335458,2.1616515,Entire home/apt,65,2,339
74562,Cute Suite near the MACBA,382031,Ciutat Vella,el Raval,41.38255016,2.168364596,Private room,60,3,359
75003,Holy Family Apartment H41,396363,Eixample,la Sagrada Família,41.40438521,2.177772549,Entire home/apt,113,2,229
75411,Sagrada Familia Clot Patio,400154,Sant Martí,el Clot,41.40825078,2.187291431,Entire home/apt,125,3,351
80004,Parc Montjuic HUTB (Phone number hidden by Airbnb),431839,Sants-Montjuïc,el Poble Sec,41.37188306,2.16656086,Entire home/apt,107,4,344
81291,Sunny attic with pool and terrace near the beach!,95585,Sant Martí,el Poblenou,41.40476517,2.202639597,Entire home/apt,139,3,320
83283,★PLAZA ©ATALUÑA ®oom x2 + private bath®oom+wifi,700165,Eixample,Sant Antoni,41.38227284,2.161409857,Private room,48,2,364
89756,"BCN-RENTALS RAMBLA 1, just 7-10 min to Ramblas",488117,Ciutat Vella,el Raval,41.37815338,2.168942898,Entire home/apt,350,6,297
89776,Modernist flat Downtown Casa Estapé | Barcelona,488151,Eixample,el Fort Pienc,41.39376507,2.179503576,Entire home/apt,65,3,267
92425,PLAZA CATALUNYA CENTRAL TWO BEDROOM APARTMENT,497450,Ciutat Vella,el Raval,41.38520192,2.169021697,Entire home/apt,43,60,118
95560,La Sagrada Familia (and metro) 4 blocks!,494228,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40584652,2.168879782,Private room,15,2,47
95719,Lovely room to rent in El Gotico,509260,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38389726,2.180114761,Private room,53,2,361
97529,CENTRAL  FURNISHED 1 ENSUITE BEDROOM APARTMENT,497450,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40905671,2.165385047,Entire home/apt,40,60,121
100256,"BARCELONA CENTRO EN LA PLAYA ,WIFI",527201,Ciutat Vella,la Barceloneta,41.37983341,2.192493852,Entire home/apt,50,32,364
107437,A beautiful  villa in Barcelona,556626,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.42864338,2.091585895,Entire home/apt,220,3,266
109462,Industria Atico Terrace Apartment,396363,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40270428,2.167252866,Entire home/apt,90,2,314
110033,Alió I  Apartment,396363,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40368247,2.166641368,Entire home/apt,90,2,328
110041,Alió II  Apartment,396363,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40250657,2.165076617,Entire home/apt,90,2,317
110098,Gignàs Gotic Area Old Town City,396363,Ciutat Vella,el Barri Gòtic,41.38044713,2.179285221,Entire home/apt,90,2,328
112538,Design Flat in the very center 5.3,567180,Eixample,la Sagrada Família,41.40549146,2.173682579,Entire home/apt,200,4,48
117010,Spacious Flat near Sagrada Familia,567180,Eixample,la Sagrada Família,41.4074547,2.174007361,Entire home/apt,220,2,26
118228,Design Flat in the very center,567180,Eixample,la Sagrada Família,41.40592803,2.175747251,Entire home/apt,230,2,71
119546,BCN HUGEROOM DTOWN PRIVATE BATHROOM.,603336,Ciutat Vella,el Raval,41.37969206,2.165317976,Private room,59,3,334
121210,"BIG ROOM IN THE CITY CENTER,NEAR THE BEACH!",594334,Eixample,el Fort Pienc,41.39738256,2.183982432,Private room,51,4,146
126836,Cozy bedroom next to Old Harbor,615805,Ciutat Vella,el Barri Gòtic,41.38235098,2.179274811,Private room,27,3,59
128463,Private Suite in residential area!!,635253,Sants-Montjuïc,Sants,41.37242433,2.136366433,Private room,36,3,331
130227,Spacious Room with Pool and Terrace,641496,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40645952,2.212821363,Private room,33,1,326
135513,APARTMENT AT RAMBLA POBLE NOU AND BEACH,664196,Sant Martí,el Poblenou,41.39841477,2.206129783,Entire home/apt,80,2,365
136043,Twin room (2 people only) in Quirky central flat,666414,Sants-Montjuïc,el Poble Sec,41.37260391,2.166702156,Private room,60,2,279
136670,"double Room -UPC, ESADE, Barça, Real Club Tennis",610674,Les Corts,Pedralbes,41.38845967,2.123508021,Private room,35,3,361
138055,Design Flat in the Very Center,567180,Eixample,la Sagrada Família,41.40764288,2.175729152,Entire home/apt,250,3,64
144471,★BEST ZONE★PL.CATALUÑA ★ROOM X 2★BATHROOM +WIFI,700165,Eixample,Sant Antoni,41.38225518,2.158982192,Private room,49,2,364
147275,1 Room INDIVIDUAL in Barcelona,711907,Horta-Guinardó,el Guinardó,41.42318212,2.175007684,Private room,15,4,303
154281,"Nice bedroom in a Loft, El Raval",742068,Ciutat Vella,el Raval,41.37799356,2.172807119,Private room,50,3,328
154437,Charming room  Diagonal wifi 100 Mb,474355,Eixample,l'Antiga Esquerra de l'Eixample,41.3910601,2.150897996,Private room,39,7,120
162091,Cosy Apartment in Sagrada Familia,567180,Eixample,la Sagrada Família,41.40532139,2.174270322,Entire home/apt,149,2,59
163448,Montly rentals Barcelona for groups,713364,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38768282,2.179138586,Entire home/apt,200,120,365
163490,"AMAZING LUXURY 2Bd, PLAZA CATALUÑA!",713364,Eixample,la Dreta de l'Eixample,41.39105505,2.176622234,Entire home/apt,160,3,311
163536,Cosy design apartment trendy  Born 5 bed 2bathroom,713364,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38673216,2.183872921,Entire home/apt,300,210,365
164456,Bedroom+pvt bathroom+pvt living,784341,Ciutat Vella,el Barri Gòtic,41.38340504,2.172567581,Private room,60,4,226
164897,Your home in Barcelona | Comfortable Loft Gracia,786393,Gràcia,la Vila de Gràcia,41.40098683,2.162938709,Entire home/apt,182,90,363
171646,Sagrada Familia Clot Atico,400154,Sant Martí,el Clot,41.40695773,2.18711186,Entire home/apt,105,3,350
171816,Sagrada Familia Clot Vista,400154,Sant Martí,el Camp de l'Arpa del Clot,41.40827857,2.186221468,Entire home/apt,115,3,348
173718,PLAZA CATALUÑA-RAMBLAS LARGE 23m2 ENSUITE BEDROOM,497450,Ciutat Vella,el Raval,41.38429915,2.16799431,Private room,23,32,104
174382,Design Flat in The Very Center,567180,Eixample,la Sagrada Família,41.40616117,2.174231224,Entire home/apt,149,2,60
179488,Room for rent in BCN/ non smoker,859557,Sant Andreu,Sant Andreu,41.43350854,2.194244884,Private room,22,1,156
179550,Room for rent in BCN/ non smoker,859557,Sant Andreu,Sant Andreu,41.43484008,2.192342876,Private room,20,10,125
179619,Affordable Barcelona for you!,860071,Sants-Montjuïc,Sants,41.37150747,2.136067363,Private room,27,3,362
180293,Ally`s Guest House Barcelona,863772,Eixample,la Dreta de l'Eixample,41.39847184,2.164521357,Private room,50,2,293
181824,Double bedroom with terrace + pool,852032,Sant Martí,Provençals del Poblenou,41.4084633,2.204201902,Private room,49,2,298
183858,"Central, Bright & Beautiful room",180478,Ciutat Vella,el Raval,41.38058903,2.168827387,Private room,55,3,46
184373,THE PASSION  ROOM ...,829660,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38281485,2.181483413,Private room,70,1,365
184516,lovely huge 30mq room with pvt bathroom,784341,Ciutat Vella,el Barri Gòtic,41.38198507,2.173571617,Private room,60,5,68
186221,La Sagrada Familia: tiny and simple room.,494228,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4067127,2.167166934,Private room,16,2,82
186540,Fully equipped loft near Sagrada Familia,896554,Sant Martí,el Clot,41.41076268,2.19078016,Entire home/apt,44,32,231
186542,Lovely and sunny double room in BCN,896372,Eixample,la Dreta de l'Eixample,41.39326094,2.173856283,Private room,33,2,0
186598, Double room and cozy,896690,Ciutat Vella,el Raval,41.38179793,2.165271755,Private room,40,2,299
188267,"Black Friday PROMOTIONS, ask!",366654,Eixample,la Dreta de l'Eixample,41.39367513,2.176141797,Entire home/apt,316,2,332
190348,Apartment with large terrace,919480,Les Corts,Pedralbes,41.39008751,2.125875092,Private room,46,7,0
191303,THE WHITE SUITE...,829660,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38471835,2.181491012,Private room,85,1,177
193923,Single room in the real Barcelona,939590,Horta-Guinardó,Horta,41.43845863,2.155596491,Private room,20,3,314
194460,Double Private room with breakfast near the beach,944355,Sant Martí,el Besòs i el Maresme,41.41431499,2.216863353,Private room,20,2,217
195092,Bonitas vistas de Barcelona,913807,Gràcia,la Salut,41.41025789,2.156228254,Private room,130,2,365
196021,Old-time-charm apartment with patio!,953719,Eixample,l'Antiga Esquerra de l'Eixample,41.38796341,2.159455745,Entire home/apt,310,5,253
196196,Large Flat next to Sagrada Familia,567180,Eixample,la Sagrada Família,41.40625434,2.175117883,Entire home/apt,220,2,42
197267,Cozy Studio in Gracia Neighborhood,632830,Gràcia,la Vila de Gràcia,41.4052254,2.151865007,Entire home/apt,60,3,43
198958,STUNNING sea view + pool Barcelona!,971768,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40735423,2.21293686,Entire home/apt,190,1,43
199422,Modern apt near beach & city center,971768,Eixample,el Fort Pienc,41.3969008,2.182300917,Entire home/apt,75,1,40
199794,Centric Double Room Private Bathroom - month  rent,440825,Eixample,l'Antiga Esquerra de l'Eixample,41.38336264,2.158530305,Private room,35,1,326
206122,Amazing Loft in BCN Center (B0132),1013855,Gràcia,la Vila de Gràcia,41.39839506,2.158009655,Entire home/apt,89,2,307
206167,"BRIGHT, COMFY AND CENTRAL",1014050,Sants-Montjuïc,el Poble Sec,41.37405993,2.165236758,Entire home/apt,120,3,6
207151,Cerca de Sagrada Família ,1019256,Eixample,la Sagrada Família,41.41057511,2.173890329,Entire home/apt,80,3,100
208684,THE WAY WE LIVE with private bath,1027356,Ciutat Vella,el Raval,41.37885834,2.168839267,Private room,49,1,136
209673,Sweet Apartment in Gràcia district!,1033366,Gràcia,la Vila de Gràcia,41.39894687,2.157422075,Entire home/apt,77,2,290
209988,NICE APART. IN BARCELONA CITY-20 min to Ramblas,1035045,Sant Andreu,Sant Andreu,41.44316435,2.187907482,Entire home/apt,80,3,364
213296,Big/Centric Room-Palau de la Musica,1100014,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3877144,2.176303321,Private room,40,2,345
213368,Lovely room Barcelona up 2 people,1037730,Gràcia,la Salut,41.41299665,2.158998461,Private room,39,2,333
214970,Cozy room in central flat Barcelona,1110014,Sants-Montjuïc,el Poble Sec,41.37171232,2.164124148,Private room,35,4,317
216699,SUPER CENTRAL CUTE DOUBLE ROOM+TERRACE!,1118232,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38484179,2.177957668,Private room,42,4,221
218503,"Single room next to Bogatell Beach / 单间,旁边的海滩",1130143,Sant Martí,el Poblenou,41.39764645,2.207394558,Private room,30,3,266
223755,Charming apartment w/wifi in Gracia,1986299,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.41010688,2.161817465,Entire home/apt,75,1,343
232400,DESIGNER DUPLEX SPA & TERRACE,4369049,Gràcia,la Vila de Gràcia,41.39745423,2.154899239,Entire home/apt,95,3,223
233739,Bright bedroom & private bathroom,1224008,Sants-Montjuïc,Sants - Badal,41.37466378,2.130285367,Private room,40,2,3
234375,ATTIC VIEWS SAGRADA FAMILIA,1227290,Eixample,el Fort Pienc,41.39918231,2.175195417,Entire home/apt,61,5,323
234567,Luxury Apartment in city center,1228590,Eixample,la Dreta de l'Eixample,41.39088441,2.164657203,Entire home/apt,195,2,285
237895,Lots of LIGHT & INCREDIBLE views!,1201857,Eixample,el Fort Pienc,41.39895434,2.182998205,Private room,48,3,365
238266,RURAL HOUSE IN THE HEART OF BARCEL!,1249627,Gràcia,la Vila de Gràcia,41.40192123,2.157107957,Private room,50,1,365
238703,Comfy Flat in Sagrada Familia,567180,Eixample,la Sagrada Família,41.40570879,2.175052108,Entire home/apt,149,2,21
239143,Cute & Centric Apartment In Born,249351,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38622229,2.181313731,Entire home/apt,50,32,285
239492,CozyRoom&Garden Priv.Bathroom AC,1255733,Sants-Montjuïc,el Poble Sec,41.37026052,2.161027204,Private room,39,3,65
239821,"APARTAMENT BCN MIRALL, in the best neighborhood",1257705,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39607108,2.14533623,Entire home/apt,120,10,329
242335,Barceloneta Beach Apartment - FOR SEASON,15884961,Ciutat Vella,la Barceloneta,41.38294959,2.187913999,Entire home/apt,73,32,270
243448,"TARRADELLAS_B for 10, near train/airport",1257705,Eixample,la Nova Esquerra de l'Eixample,41.38563845,2.1438213,Entire home/apt,140,10,282
250016,"Excellent - 3 bedrooms, 2 bathrooms - Gothic",1310304,Ciutat Vella,el Barri Gòtic,41.38731618,2.17367122,Entire home/apt,65,32,218
252232,Nice apartment with POOL BARCELONA,1298586,Sant Martí,Sant Martí de Provençals,41.41530675,2.200689134,Entire home/apt,80,2,339
255567,attic centrally rustic bohemian,615805,Ciutat Vella,el Barri Gòtic,41.38646807,2.171416289,Entire home/apt,75,2,38
256354,tranquila room in cosy flat....,1348378,Gràcia,Vallcarca i els Penitents,41.4144601,2.139450541,Private room,23,30,276
256628,"Cozy bedroom in a loft, el Raval.",742068,Ciutat Vella,el Raval,41.37654049,2.17384523,Private room,35,3,322
256677,Barcelona Center!The Gothic Area,1350468,Ciutat Vella,el Barri Gòtic,41.3806478,2.17628866,Private room,50,2,355
256982,Centric spacious nostalgic Room,1352184,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38406281,2.179257066,Private room,40,3,365
259852,Center - Double w A/C - FreeWiFi,1363244,Ciutat Vella,el Raval,41.38131668,2.163779457,Private room,45,3,16
260073,A STUDIO-FLAT IN CENTER-BARCELONA,832875,Eixample,l'Antiga Esquerra de l'Eixample,41.38693325,2.159236609,Private room,30,1,251
261750,THEVINTAGERENTALS Delux 5 bedrooms Pg de Gracia,1369675,Gràcia,la Vila de Gràcia,41.39808516,2.158388326,Entire home/apt,350,2,360
262157,"PENTHOUSE Terrace, Garage, INTERNET",1375446,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4016997,2.168211607,Entire home/apt,150,32,365
262369,Penthouse with terrace & views to Sagrada Familia,1359702,Eixample,la Sagrada Família,41.40632875,2.170046668,Entire home/apt,137,3,171
264125,Sagrada Familia 5' Metro WIFI fibre,1377744,Sant Martí,el Camp de l'Arpa del Clot,41.41241529,2.176239653,Entire home/apt,89,4,355
264621,Amore Aragon free WiFi- HUTB 007051,1367370,Eixample,la Dreta de l'Eixample,41.39699635,2.172293413,Entire home/apt,229,3,335
265491,Beach room amazing view in center,1392322,Ciutat Vella,la Barceloneta,41.37706653,2.187872901,Private room,80,3,86
265607,Sunny Spacious Sardenya free WiFi - HUTB-015374,1367370,Eixample,el Fort Pienc,41.39794664,2.181347224,Entire home/apt,175,3,290
267816,Luxury Yacht Barcelona Port Olimpic,1404293,Ciutat Vella,el Barri Gòtic,41.37900354,2.183268551,Entire home/apt,900,2,356
268017,Cosy apartment 3 bedrooms,1405013,Eixample,la Dreta de l'Eixample,41.3938995,2.171539187,Entire home/apt,193,2,327
268022,Charming 3 bedrooms apartment,1405013,Eixample,la Dreta de l'Eixample,41.3928831,2.16986919,Entire home/apt,193,2,289
268417,Cozy Room near the Center. 2 línes underg.Eixample,1406951,Eixample,la Nova Esquerra de l'Eixample,41.37687404,2.149793121,Private room,36,2,278
269467,Sunny and quiet Loft next to Sagrada Familia,1411775,Eixample,la Sagrada Família,41.40338152,2.176852166,Entire home/apt,110,5,321
270050,Double Room in El vaixell de paper,1414100,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38466016,2.180001899,Private room,48,1,98
271996,GR Apartment near Sagrada Familia,155686,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40279375,2.166116697,Entire home/apt,51,31,283
272282,Exquisito apartamento con espacios abiertos y luz,1425070,Eixample,la Nova Esquerra de l'Eixample,41.3823721,2.157686135,Entire home/apt,290,3,232
273229,Confortable and very well located,1429552,Eixample,Sant Antoni,41.37704198,2.157824896,Entire home/apt,72,7,91
273932,Oriental Design apartment,1432835,Eixample,l'Antiga Esquerra de l'Eixample,41.39052976,2.157938771,Entire home/apt,100,3,316
274501,Modern Luxury 1BR apt Pg de Gràcia,1435464,Eixample,la Dreta de l'Eixample,41.38917131,2.168443863,Entire home/apt,65,180,365
275326,1BR on Pg de Gràcia - Gran Via ,1435464,Eixample,la Dreta de l'Eixample,41.39108812,2.168209473,Entire home/apt,58,60,365
275336,Charming 3BR just off Gran Via,1435464,Eixample,la Nova Esquerra de l'Eixample,41.38294248,2.157283047,Entire home/apt,130,3,331
275346,Sunny terrace penthouse by Camp Nou Free Nespresso,1435464,Sarrià-Sant Gervasi,Sarrià,41.39240211,2.123141881,Entire home/apt,215,3,354
275350,3BR/2Baths Apt. next to Liceu Theatre on La Rambla,1435464,Ciutat Vella,el Raval,41.37959605,2.173524404,Entire home/apt,100,32,351
275889,La Rambla Zen 1BR apt in Center,1435464,Ciutat Vella,el Raval,41.38191314,2.171401385,Entire home/apt,72,32,180
276324,COMFORTABLE IN GRACE APARTMENT ,1443815,Gràcia,la Vila de Gràcia,41.40098468,2.160853739,Entire home/apt,106,5,335
276527,Nice rustic apartament - Parc Güell,1444707,Gràcia,el Coll,41.42026682,2.148728921,Entire home/apt,60,2,217
278036,Big Sunny Room - Paseo de Gracia,1451449,Eixample,la Dreta de l'Eixample,41.39019736,2.166736585,Private room,45,5,89
279439,sociable apartment in Raval 3,1457147,Ciutat Vella,el Raval,41.37889443,2.173140507,Private room,25,2,63
281978,Big Private Room - Paseo de Gracia,1451449,Eixample,la Dreta de l'Eixample,41.39110933,2.166770102,Private room,45,5,177
281985,Medium Sise Room - Paseo de Gracia,1451449,Eixample,la Dreta de l'Eixample,41.39316112,2.165587313,Private room,30,5,74
282679,"Charming Penthouse,two amazing terraces",1354169,Eixample,Sant Antoni,41.38033933,2.158230961,Entire home/apt,225,4,345
283231,FANTASTIC20m2TerraceVIEW-@800m BEACH/BORN/GOTIC,1475411,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3912074,2.186647535,Entire home/apt,85,1,277
286105,Room at Gran Via Barcelona Spain,1489008,Eixample,el Fort Pienc,41.4003375,2.183001504,Private room,40,30,291
287294,Sailing Dreams Barcelona!,1174446,Ciutat Vella,la Barceloneta,41.36600981,2.187086425,Entire home/apt,196,3,244
288034,pb1 WITH TERRACE QUIET & HAPPY FLAT,1447144,Eixample,la Nova Esquerra de l'Eixample,41.38790583,2.150640762,Entire home/apt,70,1,122
290035,SINGLE ROOM HAPPY FLAT EXC LOCATION,1505426,Eixample,la Nova Esquerra de l'Eixample,41.3783173,2.152790035,Private room,23,4,18
290592,Views SagradaFamilia + metro + WIFI,1377744,Eixample,la Sagrada Família,41.410872,2.176443185,Entire home/apt,69,4,344
295200,Gaudi view´s Attic with private terrace,612665,Gràcia,la Vila de Gràcia,41.40771328,2.159874891,Entire home/apt,80,3,257
296548,"GREAT ROOM A/C, WIFI & PRIV. TOILET",1529743,Sant Martí,Provençals del Poblenou,41.40983942,2.203523181,Private room,30,2,364
297066,"3 rooms, 2 bathrooms in the touristic city centre",1541784,Sants-Montjuïc,el Poble Sec,41.37336042,2.169972609,Entire home/apt,126,1,350
302179,Cozy apartment in the city center,1432835,Eixample,l'Antiga Esquerra de l'Eixample,41.38519164,2.161048737,Entire home/apt,90,3,309
305213,PLATANEROS - BRIGHT CENTRAL APT,1570247,Eixample,Sant Antoni,41.37668568,2.165323111,Entire home/apt,105,5,153
308166,"ARTIST HOUSE IN DOWNTOWN, GAUDI, LIGHT SUN",1561612,Eixample,la Dreta de l'Eixample,41.39253139,2.158883317,Entire home/apt,145,3,6
315769,Sagrada Familia vintage apartment,1994100,Eixample,la Sagrada Família,41.40577118,2.173241195,Entire home/apt,75,3,317
318865,A penthouse two terraces in Gracia,1608447,Gràcia,la Vila de Gràcia,41.40048464,2.157996965,Entire home/apt,59,3,101
320506,The Loft Barcelona,1642180,Sants-Montjuïc,el Poble Sec,41.37185944,2.168032435,Entire home/apt,99,4,254
323854,Casa Sagrada Familia Bcn Doubleroom,1657312,Eixample,la Sagrada Família,41.40657531,2.175493679,Private room,30,1,0
324726,lets go downtown barcelona,1661612,Ciutat Vella,el Barri Gòtic,41.37966034,2.175074851,Entire home/apt,71,32,7
327133,Cozy Double Room - Paseo de Gracia,1451449,Eixample,la Dreta de l'Eixample,41.39308802,2.167379018,Private room,28,6,143
330248,GREAT  DOUBLE ROOM WI FI CASANOVA,880805,Eixample,Sant Antoni,41.38295502,2.162754328,Private room,50,2,365
330766,Urquinaona Charming and Centric,1687524,Eixample,la Dreta de l'Eixample,41.39074278,2.173060209,Entire home/apt,120,4,80
330957,Central 3 bedroom beautiful APT,893805,Eixample,la Dreta de l'Eixample,41.39830582,2.171740929,Entire home/apt,111,2,347
331026,Small basic room in a nice apt,440881,Eixample,Sant Antoni,41.3784973,2.161321278,Private room,23,4,160
333190,Betwn Sagrada Fam. & the Beach! Sgl -Dbl Room B&B,1697782,Eixample,el Fort Pienc,41.40120493,2.18139239,Private room,18,3,27
335861,MODERN LOFT NEXT TO THE BEACH,1221038,Sant Martí,el Poblenou,41.40504375,2.203840644,Entire home/apt,95,1,215
337755,SEALONA VILA OLIMPICA BEACH,1716315,Sant Martí,la Vila Olímpica del Poblenou,41.39180663,2.192632619,Entire home/apt,95,3,0
342641,Apartment in villa with garden&pool,1738696,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.42881803,2.101231847,Entire home/apt,90,2,325
343622,Spacious loft nearby pl. España ,1743695,Sants-Montjuïc,Hostafrancs,41.3765015,2.1438476,Entire home/apt,115,4,352
343859,LOVELY 2 BD WIFI GRACIA,1744516,Gràcia,la Vila de Gràcia,41.40003626,2.16318401,Entire home/apt,137,3,341
343861,1BD FLAT WITH WIFI & AC IN GRACIA,1744516,Gràcia,la Vila de Gràcia,41.40219288,2.163113286,Entire home/apt,95,3,293
343864,3 BD APT IN THE HEART OF GRACIA,1744516,Gràcia,la Vila de Gràcia,41.40655848,2.157316108,Entire home/apt,139,3,307
